id	title	publisher	dateOfPublication	placeOfPublication	series
c4230daa-7cc3-4e71-9f70-392f2f83ca28	Le Combat des chefs	Dargaud,	[©1966]	Paris :	
626d54f2-c5e9-4155-b638-31bc5077b14f	Etudes sur Rabelais	H. Champion,	1969.	Paris :	
3d2efa9a-7482-4df3-a9ed-dd7ea3bfcc07	Historical statistics of the United States, colonial times to 1970	U.S. Dept. of Commerce, Bureau of the Census :	1975.	Washington :	
7d3d5b24-b9b2-4b1f-ad1a-6c054a43a9da	London at war, 1939-1945	Knopf :	©1995.	New York :	
89d369a5-4a83-414c-b3b3-161602bd3cbd	Characters	Oxford University Press,	1963.	London ;	
363bd470-8aab-42c5-971b-f1fdfd2a2adb	Don Japhet d'Arménie : comédie	M. Didier,	1967.	Paris :	
ab3793c1-5a12-44b9-8149-0afe3665a371	Le neveu de Rameau : Ed. critique, avec notes et lexique par Jean Fabre	E. Droz,	1963.	Geneve :	
cb7270a0-aefe-4bcf-a79b-ea455503747d	The Irish brigade and its campaigns	Fordham University Press,	1994.	New York :	
69529f7b-2594-4753-b6c7-5ccd2ccf3f38	OEuvres completes d'Estienne de la Boetie	Slatkine Reprints,	1967.	Geneve :	
94ac0bcb-ab03-44bc-8c78-79ed57d96cc8	Réflexions : ou, Sentences et maximes morales	Garnier Frères,	[1961]	Paris :	
523bf44a-0b82-44ee-bbe0-95c72d31c737	Agrippa d'Aubigne	Gallimard,	[©1965]	[Paris] :	
6eea46e1-642f-41ca-8028-184044181447	Santal	Sun & Moon Press,	1994.	Los Angeles :	
5b869247-fcee-45d8-94e4-b0740983fb86	A geography of Pennsylvania	Pennsylvania State University Press,	©1995.	University Park, Pa. :	
ed8c9146-4814-4414-8d41-e0eae66f8d0e	History of my own times	Cornell University Press,	1995.	Ithaca :	
e4cbafd3-e380-42ac-95cc-27b35a467f04	La vie de mon père	Garnier,	[1970]	Paris :	
63a708e2-87bb-4d8f-8af3-6fd1bed1b61a	Negro population in the United States, 1790-1915	Arno Press,	1968.	New York :	
5a8c2307-fd01-4951-9247-902a8f5190c4	Dominion	H. Holt,	1995.	New York :	
9fb02957-3ce7-446b-8033-f5184b274e01	Bossuet	Desclee De Brouwer,	[©1970]	[Paris] :	
3b18a3ea-cd62-4bb8-a7cf-6b752118ede0	Diderot's Dialogue of language and gesture : Le neveu de Rameau	Ohio State University Press,	1969.	[Columbus] :	
fef41967-b37b-487a-b0b6-9248ad4ebcb8	Bossuet and Vieira : [a study in national, epochal, and individual style	AMS Press,	[1970, ©1953]	New York :	
2df886a5-076f-46d7-af7f-d3f251e858de	Reports on progress in physics	The Institute of Physics	null	London :	
7ead514d-1fff-4284-add7-38dfbfc842d2	Deux acces a La Bruyere	Minard,	1971.	[Paris] :	
e181082a-f3de-42d4-b3ba-be89417ef171	Brant^ome: the writer as portraitist of his age	Librairie Droz,	1970.	Geneve :	
0ed2e46f-9b8f-4df4-8884-38cb36a68feb	The Caddo Indians : tribes at the convergence of empires, 1542-1854	Texas A&M University Press,	©1995.	College Station :	
9dac177d-e13c-4dd6-ba6b-67fd29fc1c9c	Rabelais	Twayne Publishers,	[1967]	New York :	
459e6408-fa77-45e7-83a3-7d22e9fe6603	The American woman in the Chinese hat : a novel	Plume,	1995, ©1994.	New York :	
b90fee5b-fd1a-4cea-9cc1-23e834e22efe	Asterix chez les Bretons	Dargaud,	1966.	Paris :	
56f02544-1e56-43ad-a50e-ab617e44889f	Abstract of British historical statistics	University Press,	1962.	Cambridge [England] :	
8b3527d8-6339-4798-aaea-6a12157312bd	Memoires	H. Champion,	1924-	Paris :	
2a362883-a07e-4e5e-abde-84d9a06b5a54	Philip Guston's late work : a memoir	Zoland Books,	1994.	Cambridge, Mass. :	
94cbc66e-849e-4bc5-b854-cde45a7422d3	Rousseau, a study of his thought	Barnes & Noble,	[1963]	New York :	
e036c652-c4c4-42a3-9c1b-8a0578bf8ee4	The complete works in prose and verse of Francis Quarles	AMS Press,	1967.	New York :	
6d6bec39-65c1-4371-b263-ca026e331bae	Madame Du Deffand : epistoliere	Droz,	1963.	Geneve :	
2d8bb5f3-79a2-408e-803d-8a76dff7e350	James Joyce Ulysses	Cambridge University Press,	1994.	Cambridge [England] ;	
abde59cc-8512-43c3-976d-11f3ea4b111e	Rameau's nephew : a study of Diderot's "second satire"	E. Droz,	1960.	Geneve :	
5b325d75-d0bb-47d5-8d56-a738e9206a6b	Ghost dance	Ecco Press ;	©1995.	Hopewell, N.J. :	
95c13b50-2322-475a-b76e-2a299c4de8b6	National censuses and vital statistics in Europe, 1918-1939 : an annotated bibliography, with 1940-1948 supplement	Gale Research Co.,	1967.	Detroit :	
62ec0ced-9722-4197-850f-4122a3dd97e0	Oeuvres complètes	[Gallimard],	[1951]	[Paris] :	
2ae463e8-18b7-4881-9da8-fb95c3b9e34f	Portrait of De Sade	Herder and Herder,	[1971]	[New York] :	
6b61fd9b-42ec-44b8-9447-5a007613f044	The gift of death	University of Chicago Press,	©1995.	Chicago :	
21bd658c-3f6f-4e6c-96d6-427eb3601eec	The ski bum	Harper & Row,	[1965]	New York :	
c3b8cf6e-7e50-4090-a34b-a70de8916e89	Where I come from : selected and new poems	Guernica,	1995.	Toronto ;	
0254c514-45e1-4540-99ea-d46904739daf	Encyclopedia of home care for the elderly	Greenwood Press,	1995.	Westport, Conn. :	
09fd6ad2-ab9c-4eb2-81a5-1b7460e3cc7a	Effective management in nursing	Addison-Wesley,	©1985.	Menlo Park, Calif. :	
39419541-afbe-4b76-8158-13e815621af0	No disrespect	Vintage Books,	1996, ©1994.	New York :	
0adf5aec-c40a-483b-a2e4-948a57332237	In public houses : drink & the revolution of authority in colonial Massachusetts	Published for the Institute of Early American History and Culture, Williamsburg, Virginia by the University of North Carolina Press,	©1995.	Chapel Hill, N.C. :	
32a5ea49-802d-4d7a-8dfd-4edf965e3050	Satan's world	Doubleday,	1969.	Garden City, N.Y. :	
4d13b815-7a32-400e-8b0d-e118000eb4f7	Andre Gide and the Greek myth : a critical study	Clarendon P.,	1967.	Oxford :	
262118a6-953c-4830-a4d7-055f35da00ae	The Savannah River chiefdoms : political change in the late prehistoric Southeast	University of Alabama Press,	©1994.	Tuscaloosa :	
f4874aab-8985-4669-84cb-d2161cb6ed95	Smoke rising : the Native North American literary companion	Visible Ink Press,	1995.	Detroit :	
4ad63abf-7d8a-4017-994a-3dca52f91844	Rousseau and the spirit of revolt : a psychological study	University of Michigan Press,	[1967]	Ann Arbor :	
9340e1dc-fa50-4fcf-91aa-81da57ed4750	Treaty on Open Skies [microform]	U.S. Arms Control and Disarmament Agency,	[1992?]	[Washington, D.C.?] :	
77d8f990-f7c4-4537-801a-b00d73502616	The Matisse stories	Random House,	[1995], ©1993.	New York :	
b31c64b9-2fb2-450a-9b71-d0da4d262f25	Mr. Vertigo	Penguin Books,	1995, ©1994.	New York :	
796f2cb2-9d06-4986-a3a9-0b92d3c9e6f1	The dictionary of statistics	Gale Research Co.,	1969.	Detroit :	
905af755-e0cd-4f3f-9485-b1963f5111e5	The commodore	W.W. Norton,	1995.	New York :	
a9b2a4c4-ca36-414a-ac32-f655f984baad	Handbook of South American Indians	Cooper Square Publishers,	1963.	New York :	
89887130-8bac-4ab3-817d-597febe34c4e	Nazi Germany : a new history	Continuum,	©1995.	New York :	
75a15f22-fcb5-47df-a4be-b76161d874df	Hogg	Black Ice Books,	1994.	Boulder :	
88d2f2ad-3cc8-4a0c-8fd9-ff7d30fb7c06	The Statesman's year-book	St. Martin's Press [etc.]	null	New York [etc.] :	
0f7fdfbb-596d-433a-b355-1bb40490c079	The comical romance	B. Blom,	1968.	New York :	
d73e3608-5236-4c91-8876-743cf0726c92	The lost world : a novel	Knopf :	1995.	New York :	
8c02550c-a58e-4e67-9bce-56f1b207439b	The art lover : a novel	Ecco Press ;	©1995.	Hopewell, N.J. :	
9005daf7-46a3-4d89-a504-afb5046659ee	Le bouclier Arverne	Dargaud,	1968.	Neuilly-Sur-Seine :	
e061ca45-198f-4f34-8339-4d8095828068	Jean-Jacques Rousseau et la realite de l'imaginaire	La Baconniere,	[1962]	[Neuch^atel] :	
2f077699-b05f-4752-8803-1728c2bdd1f0	The hidden history of the Vietnam War	I.R. Dee,	1995.	Chicago :	
d31ccb37-a2ce-40d2-b108-43ef988bda02	OEuvres	[Librairie Gallimard],	[1951]	[Paris] :	
6a537bfe-3041-4dd2-a6db-e16d0b46475c	Seneca Indian stories	Greenfield Review Press ;	©1995.	Greenfield Center, N.Y. :	
da2695ad-8f21-42d0-b966-8fcde926e6be	China : a provincial atlas	Macmillan Publishing USA ;	©1995.	New York :	
9d9983d0-4f88-41aa-be28-71814a760588	War	Fjord Press,	©1995.	Seattle :	
37e8ab95-5790-498a-9edf-500df61c762c	Statistical abstract of Latin America	UCLA Latin American Center Publications	null	Los Angeles :	
0e3b6345-2f70-4092-94ec-7816a996e9b2	Étude sur le comique de Rabelais	L.S. Olschki,	1964.	Firenze :	
c789f820-f49a-46cf-bda8-257466606d8f	Jean de la Bruyere	Twayne Publishers,	[1974, ©1973]	New York :	
c9cbbbbf-8bab-4476-81e7-6ee3328f6a5a	Negroes in the United States, 1920-1932	Arno Press,	1969.	New York :	
1f8d7f38-7c3c-44e1-a5a4-23f25f052ea7	Lettres a Louise Colet	Presses universitaires de France,	[1973]	Paris :	
a187b9ba-76d4-47c0-b209-203547ef57c1	The home business bible : everything you need to know to start and run your successful home-based business	Wiley,	©1994.	New York :	
722b2043-82cd-4535-9102-5012136aeef0	These are not sweet girls : Latin American women poets	White Pine Press,	©1994.	Fredonia, NY :	
57ec839d-788e-4bed-9012-0fbc69ef4500	Force of circumstance	Putnam,	[1965]	New York :	
1c7bbbf0-d75e-4fab-920c-2b5a0e8767de	Lectures de Lautréamont	A. Colin,	[1971]	Paris :	
b9b62fdf-4d47-4706-b94a-e5732a639648	The literary art of Eugene Fromentin : a study in style and motif	Johns Hopkins Press,	[1964]	Baltimore :	
559e79dd-4c76-44df-8095-17ff898507e6	Anatole France : the politics of skepticism	Rutgers University Press,	[1965]	New Brunswick, N.J. :	
571c8905-5a6b-46f7-8fde-06c2b8c8db35	La Bruyere et ses "Caracteres" : essai biographique et critique	Nizet,	1965.	Paris :	
f71a3dbf-b880-4979-a389-1f4d84eca79b	The legend of Sleepy Hollow	Philomel Books,	©1995.	New York :	
c97c12fe-4f6b-4572-973d-fd19d1bcdad4	An altogether different language : poems, 1934-1994	Zoland Books,	1994.	Cambridge, MA :	
4bb6496b-0be2-43b8-b821-267e9b11305c	OEuvres completes [de] Lautreamont [et] Germain Nouveau	Gallimard,	[1970]	[Paris] :	
e99010a4-35c1-4c9a-93d0-630d1fe75c8a	Fontenelle	Nouvelles Éditions Debresse,	[©1961]	Paris :	
2163baf0-ab53-4147-b972-78194022489c	Family secrets : William Butler Yeats and his relatives	Syracuse University Press,	1995.	Syracuse, N.Y. :	
b7c3422a-f2fb-4f14-8d9e-89bbcdc66354	Companion encyclopedia of marketing	Routledge,	1995.	London ;	
73a80d2d-94d9-4ccd-8bd7-90e52ab4213e	Beatle dreams and other stories	Latin American Literary Review Press,	1994.	Pittsburgh, Pa. :	
dc07b950-b182-408f-a319-3ec214500b47	Les fabulistes latins	B. Franklin,	[1972]	New York :	
b19cd766-4b8d-4a55-a2a8-4185edc6a722	Jimmy Carter : on the road to peace	Dillon Press,	1996.	Parsippany, NJ. :	
ee486701-5463-4323-be47-79ddd8aa67e2	The private lives of Albert Einstein	St. Martin's Press,	1994, ©1993.	New York :	
d3837b60-7ce1-42ba-b5d3-ff4af78e6d06	OEuvres completes [de] Philothee O'Neddy <Theophile Dondey>	Slatkine Reprints,	1968.	Geneve :	
a93e55b2-5f07-49ff-8508-32900286e562	Oeuvres complètes de Casimir Delavigne	Didier,	1855.	Paris :	
19896888-2f38-4864-9345-500eee73564f	La critique selon Sainte-Beuve	Societe d'edition d'enseignement superieur,	1964.	Paris :	
9fcb6711-725c-4ae6-8b67-746bc7603e71	Voltaire & D'Alembert	Indiana University Press,	1962.	Bloomington :	
3e72e25b-a871-42f7-b652-82bfdcaf8723	The war of desire and technology at the close of the mechanical age	MIT Press,	©1995.	Cambridge, Mass. :	
6f48f869-2d77-46ef-9ac7-e1ea307f7e67	Why must a black writer write about sex?	Coach House Press,	©1994.	Toronto :	
96980760-2181-41bd-8930-f22db9fcd40e	Studies on Voltaire : with some unpublished papers of Mme. du Ch^atelet	Russell & Russell,	[1967, ©1947]	New York :	
52136ac9-6ffc-42d4-bf6e-6f75a5a5223e	North American women artists of the twentieth century : a biographical dictionary	Garland,	1995.	New York :	
8ae81724-4026-4c45-8096-a0d2192e7350	The Pennsylvania-German in the settlement of Maryland	Press of the New Era Printing Company,	1913	Lancaster, Pa. :	
9906dd3d-9bd7-4c2d-b9b3-cbc6ed186ad0	Managing in a time of great change	Truman Talley Books/Dutton,	1995.	New York :	
394dff50-8204-4540-96fb-3888cb43afbf	Oeuvres completes	[Gallimard],	[©1964]	[Paris] :	
3eef5c10-0914-419e-84a6-860efb5de578	Voltaire and the English deists	Archon Books,	1967 [©1930]	null	
4694f786-0747-417b-8bcb-f7883b0f1236	Dining with the dictator	Coach House Press,	1994.	Toronto :	
8b89a9fe-f4bc-4aab-9559-6d99104a00b0	OEuvres romanesques completes	[Gallimard],	[1964-66]	[Paris] :	
045598bb-f560-408d-8ac5-5ea201f0e55e	Chez les Flamands : Liberty bar ; L'affaire Saint-Fiacre	Librairie Artheme Fayard,	[1957]	[Pairs] :	
60b3044f-f308-4ed1-ae67-0d2abd5faf7a	Le Joseph Delorme de Sainte-Beuve	[Lettres modernes],	[1960]	[Paris] :	
9f9cd1d0-ac08-4bf1-971c-62bd5b7f2d0d	The organization of international business	E. Elgar Pub.,	©1995.	Aldershot, Hants, England ;	
0216fc0f-e37d-4f84-be6a-2f60d9eccbcc	Poems, 1923-1941	Sun & Moon Press,	1995.	Los Angeles :	
58ac445d-9ff8-4063-9c19-7df9b612f978	The History of accounting : an international encyclopedia	Garland,	1996.	New York :	
902861c6-167b-4e30-b11a-0343dbf6994c	An introduction to the study of botany : in which the science is illustrated by examples of native and exotic plants : designed for the use of schools and private students	D.F. Robinson & Co.,	1833, ©1832.	Hartford :	
dec4daf6-3fdb-4a3a-90e2-53e7a86ebade	Images de Lautréamont	J. Duculot,	[1970]	Gembloux :	
8ce4f9a9-7a36-414c-b0c1-93579bb48091	Jean-Jacques Rousseau ou le Romancier enchaine : etude de la "Nouvelle Heloise"	Universite de Princeton;	1966.	New-Jersey :	
cc8aacd1-4bf4-49ad-93d7-708895f49d31	Victor Hugo : en son siecle	Les Cahiers libres,	[1963?]	Lyon :	
d00c5c1d-4967-42b5-9069-7ba3dcaaaf44	Sainte-Beuve avant les Lundis : essai sur la formation de son esprit et de sa methode critique	Slatkine Reprints,	1968.	Geneve :	
e879e615-a6f7-46b2-bf67-d839959f4a66	Life on the screen : identity in the age of the Internet	Simon & Schuster,	©1995.	New York :	
db902e31-6c63-452d-a015-2b1f4e16c2cf	Lautréamont et le style homérique	[Minard],	1971.	[Paris] :	
37a3406f-f376-459b-abf1-83f9b75eaafd	The deus machine : a novel	Villard Books,	1994, ©1993.	New York :	
67a07707-4a3b-4f7c-8596-5cc0a6ebe905	Oeuvres de Charles Nodier	Slatkine Reprints,	1968.	Genève :	
43474a37-306e-472c-88d4-b5a4f40fde35	Natural histories	G. Braziller,	[1966]	New York :	
5974d3db-c126-42ad-9970-2acffd5a83fd	Prosper Merimee : heroism, pessimism, and irony	University of California Press,	1962.	Berkeley :	
643ce0dc-85ea-48b0-9901-46ea64f8db19	Œuvres polémiques et diverses de M. le comte de Montalembert : l'un des quarante de l'Académie française	J. Lecoffre,	1860-1868.	Paris :	
7adc1d7d-aaad-46cf-bd71-6a3cc18b0051	Voltaire and reform in the light of the French Revolution	Librairie E. Droz,	1959.	Geneve :	
fcc869f6-7e5a-4fc5-bf41-7836d73fb33d	Ancestral truths	H. Holt,	1995, ©1993.	New York :	
94804de5-ae7a-4dfa-84e9-14f999795b5f	Principles of environmental and resource economics : a guide for students and decision-makers	E. Elgar,	©1995.	Aldershot, UK ;	
1403c24e-ea2a-41d2-b76e-a6e8e2424562	Charles Nodier	Twayne Publishers,	(©1972)	New York :	
ffe79782-c3dc-4f5d-abb3-7cc22fa72744	The digital economy : promise and peril in the age of networked intelligence	McGraw-Hill,	©1996.	New York :	
df82fe81-6874-4afa-880a-3361abff6176	Man about Paris : the confessions of Arsene Houssaye	Morrow,	1970.	New York :	
f617b80d-6ba1-41fc-a2bd-c774f426310e	Guillaume Apollinaire : [documents iconographiques]	P. Cailler,	1965-	Geneve :	
8b4ef8f8-2194-46bb-bafa-5f4f42f3eee0	Poésies complétes	[Gallimard],	[1957]	[Paris] :	
75861c3c-808d-4247-af1b-f31bed32d35d	Lives of wives	Sun & Moon Press,	1995, ©1988.	Los Angeles, Calif. :	
dbf9f6f9-d4b9-4e3a-b2a0-87a83d28a30a	Delirium : an interpretation of Arthur Rimbaud	City Lights Books,	1994, ©1991.	San Francisco :	
f2d17025-6aa9-4a80-8911-fd3c44792c80	Les diaboliques : les six premières	Éditions Garnier frères,	[1963]	Paris :	
5a551cf0-97f1-4730-8697-73ae46e1f021	Zola journaliste : de l'affaire Manet à l'affaire Dreyfus	A. Colin,	[1962]	Paris :	
c51ac25a-4e21-4174-9c40-bb916e29d1bd	Heat	Harper & Brothers,	1871.	New York :	
4cecb309-4555-4159-95b3-c911114a4c50	La force de l'^age	Gallimard,	[1960]	[Paris] :	
75f46e84-9550-474e-982b-a1b48322df01	Applied cryptography : protocols, algorithms, and source code in C	Wiley,	©1996.	New York :	
2fa232af-62c4-4dd8-8f68-09d482e7288e	The wee little woman	HarperCollinsPublishers,	©1995.	[New York] :	
2bf702c3-4a86-4719-a18c-a5030665806f	Oeuvres complètes	Slatkine Reprints,	1967.	Geneve :	
4cfcf237-3131-4811-b9d6-af7eebe04d18	La Théodicée et la Virginie romaine	Droz,	1959.	Genève :	
cd105e30-1923-4703-94f5-147b77aa0a91	OEuvres completes	[Gallimard],	[1948-]	[Paris] :	
97e46843-9c46-4793-8c98-8bda29041c85	The memories of Ana Calderon : a novel	Arte Publico Press,	1994.	Houston, Tex. :	
f942ea3d-04c5-4697-b98b-7e9e5324d619	Soldiers cry by night=Los soldados lloran de noche	Latin American Literary Review Press,	1995.	Pittsburgh, Pa :	
a4f5bd57-c41f-4885-8fe7-c3d352b0bab7	Post-Keynesian economic theory	Kluwer Academic Publishers,	©1995.	Boston :	
78ad5748-b572-4c01-b41d-790a396e219e	Charles Cros, l'homme et l'oeuvre	Lettres Modernes Minard,	1969.	Paris :	
56ed16c1-c53d-47df-b2c6-54152bd77764	Vie de Lautréamont	B. Grasset,	[1970]	Paris :	
d80617b1-ef25-4163-8b7a-277adfc0b563	Lautreamont et Sade, avec le texte integral des Chants de Maldoror	Editions de Minuit,	[1963]	[Paris] :	
d7595865-d402-41ff-9386-e0fed23b7cf7	The New York trilogy	Penguin Books,	1990.	New York, N.Y., U.S.A :	
8cd2de28-d44a-4373-95e7-3ae17aef3697	OEuvres completes [de] Charles Cros [et] Tristan Corbiere	Gallimard,	[1970]	[Paris] :	
74c1a6c6-5c29-463f-839f-2d598f96a740	Oeuvres completes	Editions du Seuil,	1965.	Paris :	
5c1c5b7b-ee94-4fcf-b807-ec7a53655d11	The dangerous world : new and selected poems, 1934-1994	Another Chicago Press ;	©1994.	Chicago, IL :	
00deba9c-17d0-4dcd-bd1c-069ed7e3198a	Histoires naturelles	E. Flammarion,	[1904?]	Paris :	
718bbee3-bf67-4c54-800b-7edc583f94cd	Joseph de Maistre : Etude sur la vie et sur la doctrine d'un materialiste mystique	Droz,	1968.	Geneve :	
b7d96dc4-f3f4-4f2f-80c8-eaa918616207	Jacques Riviere : the development of a man and a creed	Mouton,	1966.	The Hague :	
39799842-99d5-4ce0-a093-907aaf0c87bd	L'affaire tournesol	Casterman,	©1956.	Paris :	
a2ca36d1-72da-4f62-8e22-76d8b2537d91	The bond market : trading and risk management	Irwin Professional Publishing,	©1993.	Burr Ridge, Ill. :	
5641f936-64cf-4bc9-badc-9fbbd074aa9a	Oeuvres completes	[Gallimard],	[1958]	[Paris] :	
3584c71f-8a74-4367-bf9a-5c168eee0043	A-t-on lu Lautreamont?	Gallimard,	[1972]	[Paris] :	
2ab88d70-cdf4-4984-9fb0-5bbbc3b3c01c	Politique de Voltaire	A. Colin,	[1963]	Paris :	
b9404b32-ba68-4aff-8c22-28a7f9fc8084	Leon Bloy et l'evolution du conte cruel : ses "Histoires desobligeantes"	Klincksieck,	[1967]	Paris :	
61969c31-c01a-4044-ba9f-feee9f3833f9	Ayacucho, goodbye : Moscow's gold	Latin American Literary Review Press,	1994.	Pittsburgh, Pa. :	
25b0859a-c9ee-4933-87f4-b182f24e4a75	Petrus Borel, the lycanthrope: his life and times	A New Directions Book,	[1954]	null	
999f8a02-4cb8-4a36-990f-1209d941e3cc	Lautreamont	Twayne Publishers,	[1973]	New York :	
3614e39b-868e-4287-902a-5525762a1f5e	La culture des idées	Mercure de France,	1964.	[Paris] :	
736492cd-5417-4432-9786-2ee225965957	Ethnobotany : a methods manual	Chapman & Hall,	1995.	London ;	
86d15830-14b0-4cdc-bcd5-f287cc35f2f1	International bibliography of business history	Routledge,	1997.	London ;	
fba1f9c4-f07d-485b-a5ef-8fd45bd53d55	Asterix le Gaulois	Dargaud,	[©1961]	Paris :	
743fae91-eb4d-4574-863c-93d5cb485c18	Concurrent marketing : integrating product, sales, and service	Harvard Business School Press,	©1995.	Boston, Mass. :	
7e9493c5-16d0-4828-bf3b-b3cbf32e22be	A classified catalogue of the Negro collection in the Collis P. Huntington Library, Hampton Institute	Negro History Press,	1971.	Detroit, Mich. :	
949c801a-6705-43d6-b3a4-6bbc19510442	The one to one future : building relationships one customer at a time	Currency Doubleday,	1993.	New York :	
cffc60cf-1279-48ff-8ed2-3c6a8dc0e695	Ghost letters : poems	Alice James Books,	©1994	Cambridge, Mass. :	
7b1b5c29-5f30-4efc-8258-b5700ee9811d	Women of value : feminist essays on the history of women in economics	E. Elgar,	©1995.	Aldershot, Hants, UK ;	
7aafde4a-fe81-43cf-a5bd-005b0dc6d7b1	Carnets	Gallimard,	[196]	[Paris] :	
9c03e00e-77d4-4984-9146-c72854f1cc67	Pierre-Simon Ballanche : precursor of romanticism	Syracuse University Press,	[1945]	Syracuse, N.Y. :	
95da7104-e09c-48e3-b83f-091fa1b614a1	Lautreamont : genie ou maladie mentale	Droz,	1964.	Geneve :	
32e71fe8-0732-4182-8eb8-4e68c5b634d0	Sainte-Beuve et le XVIIIe siecle : ou, Comment les revolutions arrivent	A. Colin,	1972.	Paris :	
70d76292-38ce-4763-b058-22cccb87841f	Joachim a des ennuis	Harcourt, Brace & World,	[1967]	[New York] :	
797681ea-0a2e-4eb7-817e-485e7e81b68f	Une philosophie de l'existence: Albert Camus	Presses universitaires de France,	1964.	Paris :	
b4d8acf0-a8b7-4493-9639-627b95459c9e	Neruda's garden : an anthology of odes	Latin American Literary Review Press,	1995.	Pittsburgh, Pa. :	
6f8fa3ee-cf84-41bd-861b-e918d0d930f4	The German Pietists of provincial Pennsylvania : 1694-1708	Printed for the author,	1895	Philadelphia :	
972ce313-52ef-4226-bd56-1cb08262e243	Charles Nodier : pilot of romanticism	Syracuse University Press,	1964.	[Syracuse, N.Y.] :	
a3ed6a13-b071-431a-9237-1a6d0e856ec1	Samuel Beckett	Hillary House Publishers,	1965.	New York :	
9ff601b0-f047-4358-9632-f05629dc3e41	Notebooks	Knopf,	1963-	New York :	
99e22bfc-eea1-4c25-a9d5-4a04c6c3061d	Empirical definition of money	Garland Pub.,	1993.	New York :	
2863adf0-ad3f-487d-9b88-1fcb8ebd4809	Efforts at truth	Dalkey Archive Press,	1995, ©1994.	Normal, IL :	
4e69fb07-9190-45b5-b3e1-c1a543ef3713	Propos	[Gallimard],	[1956-1970]	[Paris] :	
cf13d75b-294c-44b9-b424-03b4653130bb	The inner stage : an essay on the conflict of vocations in the early works of Paul Claudel	Michigan State University Press,	1966.	[East Lansing] :	
e2802531-4ca1-48bd-b8c1-ec1be50dac4d	The World almanac	Press Pub.,	-1893.	[New York, N.Y.] :	
19855fb9-4db1-49cf-b616-6b789e1d9abb	Southern primaries and elections, 1920-1949	Books for Libraries Press,	[1970, ©1950]	Freeport, N.Y. :	
71b6cfcd-8062-42db-9b27-ab6a2016c1f0	La force des choses	Gallimard,	[1963]	[Paris] :	
39a19919-939e-4650-b9e6-1ed1b61f023d	The SGML handbook	Clarendon Press ;	1990	Oxford :	
aff5b842-7f7e-48df-8c7f-854f36112bd4	Donald G. Mitchell	Twayne Publishers,	©1985.	Boston :	
beb16bfa-a8a7-4ad0-a718-606fb457beaa	Authenticities : philosophical reflections on musical performance	Cornell University Press,	1995.	Ithaca :	
bd36c058-4f23-493a-a65a-9c2bef654524	Afro-American religious studies : a comprehensive bibliography with locations in American libraries	Scarecrow Press,	1972.	Metuchen, N.J. :	
6085b5f8-3a24-4055-a387-43c0a1ca0b19	A breviate of British diplomatic blue books, 1919-1939	McGill University Press,	1963.	Montreal :	
2b325223-435e-4a25-b12c-3874cb31a0d0	Patterns of relating : an adult attachment perspective	Guilford Press,	©1994.	New York :	
1ee3b677-9a4e-4d85-ac57-087194ed1baf	Paul Claudel : une musique du silence	Presses de l'Université de Montréal,	1970.	Montréal :	
1e439309-9abb-4f13-b2fc-88c5c2358df6	The photographer's eye	Museum of Modern Art ;	1966	New York :	
29468978-1481-4ff0-944b-10bd4611e11f	Andre Gide; the theism of an atheist	Syracuse University Press,	[1969]	Syracuse, N.Y.] :	
ddf61412-525e-4799-9f6a-c65910633ea4	The caliphate in the West : an Islamic political institution in the Iberian peninsula	Clarendon Press ;	1993.	Oxford :	
d0b37aaf-e687-4b49-ba60-31890cb0e53c	The story atlas of the Bible	Silver Burdett Press,	1996.	Parsippany, NJ :	
5a8d8f7e-3c3e-4f13-bee9-d927e339e784	Preserving intellectual freedom : fighting censorship in our schools	National Council of Teachers of English,	©1994.	Urbana, Ill. :	
384dc7e1-d722-4a93-bff0-21d211670a32	The expanding discourse : feminism and art history	IconEditions,	©1992.	New York, NY :	
8b9dbe5f-a8ca-4b3a-b096-f33883ca0800	Marshlands, and Prometheus misbound : two satires	null	[1953]	[New York],	
8ec03577-e841-4aaa-a0f3-51161ea2b187	Antarctica : a guide to the wildlife	Bradt Publications,	1994.	Chalfont St. Peter, Bucks, England :	
bee319e9-8759-4655-aad6-3c2697226c76	Principles and practice of plant conservation	Timber Press,	©1994.	Portland, Or. :	
dd834e9e-989b-47b6-86f1-3d1c1799920a	Free at last : The Sudbury Valley School	Sudbury Valley School Press,	©1991.	Framingham, Mass. :	
9cdcdade-f690-43b4-a2ab-0e527a924415	An introduction to Islam	Cambridge University Press,	1995.	Cambridge [England] ;	
b2c1816c-514b-488c-af2a-b59a4838dc8a	The horseman on the roof	Knopf,	1954 [©1953]	New York :	
e1a7bac7-9aa6-4507-81f1-86d8ac2eb610	Albert Camus	F. Ungar Pub. Co.,	[1969]	New York :	
f245ec4e-2738-49ae-980b-8af3e6849bac	Earthly paradise : an autobiography	Farrar, Straus & Giroux,	1966.	New York :	
5f2c38a0-508e-4c9a-b261-b7d696109d2a	The history and geography of human genes	Princeton University Press,	©1994.	Princeton, N.J. :	
e799db00-913c-4920-8268-7cec0c618492	Erie Lackawanna : death of an American railroad, 1938-1992	Stanford University Press,	1994.	Stanford, Calif. :	
720d2db7-88c6-4450-9c3e-703fd0775881	The thousand and one mornings	Owen,	1973.	London :	
9879a001-a3a5-495f-b80f-48536b4c8109	OEuvres romanesques completes	Gallimard,	[1971]-©1983.	[Paris] :	
